Body,Head,Head Coverage,Std_Confidence,Pca Confidence,Support,Body Size,Pca Body Size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?a  hasAgeCategory  Young  ?a  hasBiomarker  ALK_Negative   ,?a  hasBiomarker  PDL1_Positive,0.102273,0.9,0.9,99,110,110,?a,1,0.75,0.666666667,0.333333333,66,33,66,44
?a  hasBiomarker  ALK_Negative  ?a  hasBiomarker  EGFR_Negative   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.8,0.8,88,110,110,?a,0.8,0,1,0,88,0,110,0
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.8,0.8,44,55,55,?a,0.5,1,0.25,0.75,11,33,22,33
?a  patientDrug  Other  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  KRAS_Negative  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasAgeCategory  Old  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Other  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ALK_Negative  ?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  PDL1_Positive,0.136364,0.75,0.75,132,176,176,?a,0.888888889,0.571428571,0.666666667,0.333333333,88,44,99,77
?a  hasBiomarker  KRAS_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.888889,0.888889,88,99,99,?a,0.857142857,1,0.75,0.25,66,22,77,22
?a  hasRelapse_Progression  Relapse  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ALK_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  PDL1_Positive,0.113636,0.769231,0.769231,110,143,143,?a,0.777777778,0.75,0.7,0.3,77,33,99,44
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.034091,1,1,33,33,33,?a,1,0,1,0,33,0,33,0
?a  patientDrug  Cisplatin  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Other  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasBiomarker  ALK_Negative  ?a  hasGender  Female   ,?a  hasBiomarker  PDL1_Positive,0.113636,0.909091,0.909091,110,121,121,?a,1,0.8,0.6,0.4,66,44,66,55
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.833333,0.833333,55,66,66,?a,0.833333333,0,1,0,55,0,66,0
?a  patientDrug  Cisplatin  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  patientDrug  Nintedanib  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Pembrolizumab  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  PDL1_Positive,0.068182,0.75,0.75,66,88,88,?a,0.8,0.666666667,0.666666667,0.333333333,44,22,55,33
?a  hasStage  IVB  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.034091,1,1,33,33,33,?a,1,0,1,0,33,0,33,0
?a  hasGender  Male  ?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Pemetrexed  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.6,0.6,33,55,55,?a,0.75,0,1,0,33,0,44,11
?a  patientDrug  Pemetrexed  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.533333,0.533333,88,165,165,?a,1,0.222222222,0.75,0.25,66,22,66,99
?a  patientDrug  Cisplatin  ?a  patientDrug  Nintedanib   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.75,0.75,33,44,44,?a,0.75,0,1,0,33,0,44,0
?a  patientDrug  Atezolizumab  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.666667,0.666667,22,33,33,?a,1,0,1,0,22,0,22,11
?a  hasStage  IVA  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.7,0.7,77,110,110,?a,1,0.4,0.714285714,0.285714286,55,22,55,55
?a  patientDrug  Docetaxel  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.666667,0.666667,44,66,66,?a,1,0.5,0.5,0.5,22,22,22,44
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.888889,0.888889,88,99,99,?a,1,0.666666667,0.75,0.25,66,22,66,33
?a  hasSmokingHabit  FormerSmoker  ?a  hasStage  IVB   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Cisplatin  ?a  patientDrug  Gemcitabine   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  patientDrug  Pemetrexed  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.5,0.5,88,176,176,?a,0.857142857,0.222222222,0.75,0.25,66,22,77,99
?a  patientDrug  Pemetrexed  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.6,0.6,33,55,55,?a,1,0.5,0.333333333,0.666666667,11,22,11,44
?a  hasBiomarker  ROS1_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  PDL1_Positive,0.102273,0.9,0.9,99,110,110,?a,0.857142857,1,0.666666667,0.333333333,66,33,77,33
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.8,0.8,44,55,55,?a,0.666666667,1,0.5,0.5,22,22,33,22
?a  hasRelapse_Progression  Progression  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  PDL1_Positive,0.102273,0.692308,0.692308,99,143,143,?a,0.875,0.4,0.777777778,0.222222222,77,22,88,55
?a  hasRelapse_Progression  Relapse  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IVA   ,?a  hasBiomarker  PDL1_Positive,0.034091,1,1,33,33,33,?a,1,1,0.666666667,0.333333333,22,11,22,11
?a  hasAgeCategory  Young  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  PDL1_Positive,0.068182,0.75,0.75,66,88,88,?a,1,0.5,0.666666667,0.333333333,44,22,44,44
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  PDL1_Positive,0.113636,0.714286,0.714286,110,154,154,?a,0.777777778,0.6,0.7,0.3,77,33,99,55
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.833333,0.833333,55,66,66,?a,1,0.5,0.8,0.2,44,11,44,22
?a  hasBiomarker  KRAS_Negative  ?a  hasGender  Male   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Afatinib   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasGender  Male  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.333333,0.333333,11,33,33,?a,1,0,1,0,11,0,11,22
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.875,0.875,77,88,88,?a,0.833333333,1,0.714285714,0.285714286,55,22,66,22
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IVB   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.833333,0.833333,55,66,66,?a,1,0.5,0.8,0.2,44,11,44,22
?a  hasStage  IVA  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasGender  Female  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  PDL1_Positive,0.079545,1,1,77,77,77,?a,1,1,0.571428571,0.428571429,44,33,44,33
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.875,0.875,77,88,88,?a,0.833333333,1,0.714285714,0.285714286,55,22,66,22
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.056818,1,1,55,55,55,?a,1,1,0.6,0.4,33,22,33,22
?a  hasBiomarker  ROS1_Negative  ?a  hasStage  IVB   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.875,0.875,77,88,88,?a,1,0.666666667,0.714285714,0.285714286,55,22,55,33
?a  hasBiomarker  MET_Negative  ?a  hasGender  Male   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Paclitaxel  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.833333,0.833333,55,66,66,?a,0.833333333,0,1,0,55,0,66,0
?a  hasBiomarker  RET_Negative  ?a  hasGender  Male   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.8,0.8,44,55,55,?a,0.5,1,0.25,0.75,11,33,22,33
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasGender  Male  ?a  patientDrug  Gemcitabine   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.333333,0.333333,11,33,33,?a,1,0,1,0,11,0,11,22
?a  hasGender  Male  ?a  patientDrug  Nintedanib   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  hasGender  Male  ?a  hasRelapse_Progression  Relapse   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasAgeCategory  Young  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.714286,0.714286,55,77,77,?a,1,0.5,0.6,0.4,33,22,33,44
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  hasGender  Male  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,0.5,0,1,0,11,0,22,0
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.75,0.75,33,44,44,?a,0.75,0,1,0,33,0,44,0
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.8,0.8,44,55,55,?a,1,0.666666667,0.5,0.5,22,22,22,33
?a  hasBiomarker  ROS1_Negative  ?a  hasGender  Female   ,?a  hasBiomarker  PDL1_Positive,0.102273,0.818182,0.818182,99,121,121,?a,0.833333333,0.8,0.555555556,0.444444444,55,44,66,55
?a  hasAgeCategory  Young  ?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  PDL1_Positive,0.102273,0.9,0.9,99,110,110,?a,0.857142857,1,0.666666667,0.333333333,66,33,77,33
?a  hasAgeCategory  Young  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.666667,0.666667,22,33,33,?a,1,0,1,0,22,0,22,11
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  PDL1_Positive,0.113636,0.769231,0.769231,110,143,143,?a,0.875,0.6,0.7,0.3,77,33,88,55
?a  hasGender  Male  ?a  patientDrug  Afatinib   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,1,0,1,0,11,0,11,11
?a  patientDrug  Carboplatin  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.875,0.875,77,88,88,?a,0.833333333,1,0.714285714,0.285714286,55,22,66,22
?a  hasGender  Male  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.333333,0.333333,11,33,33,?a,1,0,1,0,11,0,11,22
?a  hasGender  Female  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.7,0.7,77,110,110,?a,1,0.5,0.571428571,0.428571429,44,33,44,66
?a  hasAgeCategory  Young  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.583333,0.583333,77,132,132,?a,1,0.285714286,0.714285714,0.285714286,55,22,55,77
?a  patientDrug  Carboplatin  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.5,0.5,88,176,176,?a,0.714285714,0.333333333,0.625,0.375,55,33,77,99
?a  hasAgeCategory  Old  ?a  patientDrug  Durvalumab   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,0,1,0,1,0,11,11,11
?a  patientDrug  Docetaxel  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.75,0.75,33,44,44,?a,0.5,1,0.333333333,0.666666667,11,22,22,22
?a  hasStage  IVB  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.045455,1,1,44,44,44,?a,1,1,0.75,0.25,33,11,33,11
?a  hasStage  IVA  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.045455,1,1,44,44,44,?a,1,1,0.75,0.25,33,11,33,11
?a  hasAgeCategory  Old  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.8,0.8,44,55,55,?a,0.8,0,1,0,44,0,55,0
?a  hasGender  Female  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.068182,0.75,0.75,66,88,88,?a,0.8,0.666666667,0.666666667,0.333333333,44,22,55,33
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.045455,1,1,44,44,44,?a,1,1,0.75,0.25,33,11,33,11
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.727273,0.727273,88,121,121,?a,0.857142857,0.5,0.75,0.25,66,22,77,44
?a  hasAgeCategory  Young  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.833333,0.833333,55,66,66,?a,1,0.666666667,0.6,0.4,33,22,33,33
?a  hasAgeCategory  Young  ?a  hasStage  IVA   ,?a  hasBiomarker  PDL1_Positive,0.034091,1,1,33,33,33,?a,1,1,0.666666667,0.333333333,22,11,22,11
?a  hasAgeCategory  Young  ?a  hasStage  IVB   ,?a  hasBiomarker  PDL1_Positive,0.068182,0.857143,0.857143,66,77,77,?a,1,0.666666667,0.666666667,0.333333333,44,22,44,33
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.068182,0.75,0.75,66,88,88,?a,1,0.5,0.666666667,0.333333333,44,22,44,44
?a  hasAgeCategory  Young  ?a  hasGender  Female   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.636364,0.636364,77,121,121,?a,0.666666667,0.6,0.571428571,0.428571429,44,33,66,55
?a  patientDrug  Atezolizumab  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.666667,0.666667,22,33,33,?a,1,0,1,0,22,0,22,11
?a  hasStage  IVA  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasAgeCategory  Young  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.625,0.625,55,88,88,?a,0.714285714,0,1,0,55,0,77,11
?a  hasAgeCategory  Young  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.714286,0.714286,55,77,77,?a,0.75,0.666666667,0.6,0.4,33,22,44,33
?a  patientDrug  Carboplatin  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.5,0.5,88,176,176,?a,0.714285714,0.333333333,0.625,0.375,55,33,77,99
?a  hasAgeCategory  Old  ?a  patientDrug  Afatinib   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasAgeCategory  Old  ?a  hasRelapse_Progression  Relapse   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasAgeCategory  Old  ?a  hasRelapse_Progression  No_Progression   ,?a  hasBiomarker  PDL1_Positive,0.011364,0.5,0.5,11,22,22,?a,0,1,0,1,0,11,11,11
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.571429,0.571429,44,77,77,?a,1,0.4,0.5,0.5,22,22,22,55
?a  hasStage  IVB  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasAgeCategory  Old  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.6,0.6,33,55,55,?a,0.666666667,0.5,0.666666667,0.333333333,22,11,33,22
?a  hasAgeCategory  Old  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.666667,0.666667,22,33,33,?a,0.5,1,0.5,0.5,11,11,22,11
?a  treatmentType  Radiotherapy_To_Bone  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  MET_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Osimertinib  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  patientDrug  Docetaxel  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasAgeCategory  Young  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  hasBiomarker  KRAS_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  RET_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Osimertinib  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Gemcitabine  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Nintedanib  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVB  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.045455,1,1,44,44,44,?a,1,0,1,0,44,0,44,0
?a  hasStage  IVB  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  PDL1_Positive,0.068182,0.857143,0.857143,66,77,77,?a,1,0.5,0.833333333,0.166666667,55,11,55,22
?a  hasStage  IVB  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  PDL1_Positive,0.068182,0.857143,0.857143,66,77,77,?a,1,0.5,0.833333333,0.166666667,55,11,55,22
?a  treatmentType  Radiotherapy_To_Bone  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.666667,0.666667,22,33,33,?a,0.666666667,0,1,0,22,0,33,0
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.666667,0.666667,44,66,66,?a,0.8,0,1,0,44,0,55,11
?a  patientDrug  Docetaxel  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.022727,0.666667,0.666667,22,33,33,?a,0,0.666666667,0,1,0,22,0,33
?a  hasRelapse_Progression  Relapse  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasAgeCategory  Old  ?a  hasStage  IIIC   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IIIC  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasGender  Female  ?a  hasStage  IVA   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasStage  IVA  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasStage  IVA  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVB  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.045455,1,1,44,44,44,?a,1,1,0.75,0.25,33,11,33,11
?a  hasStage  IVB  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  PDL1_Positive,0.022727,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasGender  Female  ?a  hasStage  IVB   ,?a  hasBiomarker  PDL1_Positive,0.068182,1,1,66,66,66,?a,1,1,0.666666667,0.333333333,44,22,44,22
?a  hasGender  Female  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.666667,0.666667,88,132,132,?a,1,0.428571429,0.625,0.375,55,33,55,77
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Afatinib  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVA  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasGender  Female  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.8,0.8,44,55,55,?a,1,0.666666667,0.5,0.5,22,22,22,33
?a  hasStage  IVA  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.034091,1,1,33,33,33,?a,1,1,0.666666667,0.333333333,22,11,22,11
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IVA   ,?a  treatmentType  Radiotherapy_To_Bone,0.01,0.5,0.5,11,22,22,?a,0.5,0,1,0,11,0,22,0
?a  hasStage  IVA  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVA  ?a  patientDrug  Afatinib   ,?a  hasBiomarker  PDL1_Positive,0.011364,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
